行政区,町名,丁目,番地,該当地域名１,該当地域名２,該当地域名３,該当地域会館名１,該当地域会館名２,該当地域会館名３,該当地域会館住所１,該当地域会館住所２,該当地域会館住所３,該当地域電話番号１,該当地域電話番号２,該当地域電話番号３,その他１
西区,京町堀,１丁目,１２番,西船場（にしせんば）,―,―,西船場会館,―,―,大阪市西区京町堀１－１１－３０,―,―,０６－６４４６－５９１７,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,京町堀,１丁目,１３番,西船場（にしせんば）,―,―,西船場会館,―,―,大阪市西区京町堀１－１１－３０,―,―,０６－６４４６－５９１７,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,京町堀,１丁目,１４番,西船場（にしせんば）,―,―,西船場会館,―,―,大阪市西区京町堀１－１１－３０,―,―,０６－６４４６－５９１７,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,京町堀,１丁目,１５番,西船場（にしせんば）,―,―,西船場会館,―,―,大阪市西区京町堀１－１１－３０,―,―,０６－６４４６－５９１７,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,京町堀,１丁目,１６番,西船場（にしせんば）,―,―,西船場会館,―,―,大阪市西区京町堀１－１１－３０,―,―,０６－６４４６－５９１７,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,京町堀,１丁目,１７番,西船場（にしせんば）,―,―,西船場会館,―,―,大阪市西区京町堀１－１１－３０,―,―,０６－６４４６－５９１７,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,京町堀,１丁目,１８番,西船場（にしせんば）,―,―,西船場会館,―,―,大阪市西区京町堀１－１１－３０,―,―,０６－６４４６－５９１７,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,京町堀,２丁目,,江戸堀（えどぼり）,―,―,江戸堀連合会館,―,―,大阪市西区江戸堀３－８－１,―,―,０６－６４４４－１１２２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,京町堀,３丁目,,江戸堀（えどぼり）,―,―,江戸堀連合会館,―,―,大阪市西区江戸堀３－８－１,―,―,０６－６４４４－１１２２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,３番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,４番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,５番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,６番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,７番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,８番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,９番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１０番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１１番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１２番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１３番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１４番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１５番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１６番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１７番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１８番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,１９番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２０番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２１番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２２番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２３番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２４番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２５番,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２６番,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２７番,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２８番,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,１丁目,２９番,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,３番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,４番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,５番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,６番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,７番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,８番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,９番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１０番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１１番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１２番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１３番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１４番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１５番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１６番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１７番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１８番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,１９番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２０番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２１番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２２番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２３番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２４番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２５番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２６番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２７番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２８番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,２丁目,２９番,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条,３丁目,,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条南,１丁目,,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条南,２丁目,,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条南,３丁目,,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,九条南,４丁目,,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,境川,１丁目,,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,境川,２丁目,,九条北（くじょうきた）,―,―,九条北連合会館,―,―,大阪市西区九条南４－１９－２,―,―,０６－６５８２－８２８２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,新町,１丁目,,西六（さいろく）,―,―,西六福祉会館,―,―,大阪市西区新町２－１３－１,―,―,０６－６５３４－０８７４,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,新町,２丁目,,西六（さいろく）,―,―,西六福祉会館,―,―,大阪市西区新町２－１３－１,―,―,０６－６５３４－０８７５,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,新町,３丁目,,西六（さいろく）,―,―,西六福祉会館,―,―,大阪市西区新町２－１３－１,―,―,０６－６５３４－０８７６,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,新町,４丁目,,西六（さいろく）,―,―,西六福祉会館,―,―,大阪市西区新町２－１３－１,―,―,０６－６５３４－０８７７,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,２番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,３番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,４番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,５番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,６番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,７番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,８番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,９番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１０番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１１番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１２番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１３番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１４番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１５番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１６番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１７番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１８番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,１９番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,２０番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,２１番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,２２番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,２３番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,２４番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,２５番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,２６番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,１丁目,２７番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,１番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,２番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,３番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,４番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,５番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,６番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,７番,千代崎（ちよざき）,九条東（くじょうひがし）,―,千代崎会館,九条東会館,―,大阪市西区千代崎２－１６－１５,大阪市西区九条１－１１－１９,―,０６－６５８３－０８１１,０６－４３９３－９１１１,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,千代崎,２丁目,８番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,９番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,１０番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,１１番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
